,inactivity,anomaly
821,11063.0,0
822,37973.0,0
823,29302.0,0
824,4485.0,0
825,1794.0,0
826,28704.0,0
827,1196.0,0
828,12558.0,0
829,5681.0,0
830,45448.0,0
831,13754.0,0
832,11661.0,0
833,12259.0,0
834,29302.0,0
835,5083.0,0
836,2093.0,0
837,8372.0,0
838,20332.0,0
839,15548.0,0
840,3588.0,0
841,29302.0,0
842,6279.0,0
843,9867.0,0
844,40365.0,0
845,26013.0,0
846,2093.0,0
847,20033.0,0
848,25714.0,0
849,9568.0,0
850,25714.0,0
851,22724.0,0
852,12558.0,0
853,5980.0,0
854,13455.0,0
855,28106.0,0
856,1196.0,0
857,17641.0,0
858,6279.0,0
859,13754.0,0
860,17641.0,0
861,29003.0,0
862,7475.0,0
863,3289.0,0
864,5980.0,0
865,14352.0,0
866,2392.0,0
867,18239.0,0
868,40664.0,0
869,38870.0,0
870,5681.0,0
871,28704.0,0
872,3887.0,0
873,3289.0,0
874,15249.0,0
875,14053.0,0
876,20930.0,0
877,23920.0,0
878,2093.0,0
879,4485.0,0
880,36179.0,0
881,5681.0,0
882,8671.0,0
883,26611.0,0
884,2392.0,0
885,14352.0,0
886,17641.0,0
887,23920.0,0
888,25116.0,0
889,2691.0,0
890,22425.0,0
891,34086.0,0
892,30498.0,0
893,1495.0,0
894,4485.0,0
895,7176.0,0
896,20930.0,0
897,897.0,0
898,14651.0,0
899,34684.0,0
900,9568.0,0
901,38870.0,0
902,2691.0,0
903,28106.0,0
904,7475.0,0
905,28106.0,0
906,5382.0,0
907,8372.0,0
908,5980.0,0
909,29601.0,0
910,4186.0,0
911,3588.0,0
912,5382.0,0
913,2691.0,0
914,3588.0,0
915,14950.0,0
916,897.0,0
917,14651.0,0
918,2691.0,0
919,30199.0,0
920,897.0,0
921,1495.0,0
922,17043.0,0
923,11063.0,0
924,1495.0,0
925,5681.0,0
926,5980.0,0
927,7176.0,0
928,26611.0,0
929,1196.0,0
930,20332.0,0
931,7475.0,0
932,29900.0,0
933,22126.0,0
934,4485.0,0
935,15249.0,0
936,897.0,0
937,2392.0,0
938,2691.0,0
939,11063.0,0
940,20332.0,0
941,28106.0,0
942,2691.0,0
943,45149.0,0
944,6279.0,0
945,25415.0,0
946,5980.0,0
947,5980.0,0
948,9867.0,0
949,598.0,0
950,16744.0,0
951,20930.0,0
952,39468.0,0
953,2093.0,0
954,23023.0,0
955,8970.0,0
956,9269.0,0
957,28704.0,0
958,897.0,0
959,7176.0,0
960,6279.0,0
961,38870.0,0
962,25415.0,0
963,2990.0,0
964,7475.0,0
965,10764.0,0
966,41561.0,0
967,21827.0,0
968,4784.0,0
969,2093.0,0
970,2392.0,0
971,1794.0,0
972,28405.0,0
973,2392.0,0
974,8372.0,0
975,5083.0,0
976,28405.0,0
977,1196.0,0
978,16445.0,0
979,5681.0,0
980,6578.0,0
981,3887.0,0
982,6578.0,0
983,13754.0,0
984,24219.0,0
985,8970.0,0
986,2691.0,0
987,8671.0,0
988,20033.0,0
989,13754.0,0
990,2990.0,0
991,29601.0,0
992,1794.0,0
993,4485.0,0
994,12857.0,0
995,13455.0,0
996,897.0,0
997,8073.0,0
998,7774.0,0
999,3887.0,0
1000,46046.0,0
1001,18239.0,0
1002,20033.0,0
1003,24518.0,0
1004,7774.0,0
1005,3289.0,0
1006,5681.0,0
1007,20332.0,0
1008,1794.0,0
1009,17043.0,0
1010,30498.0,0
1011,7176.0,0
1012,8073.0,0
1013,26013.0,0
1014,7475.0,0
1015,5382.0,0
1016,23920.0,0
1017,8372.0,0
1018,6279.0,0
1019,3289.0,0
1020,2392.0,0
1021,6279.0,0
1022,30797.0,0
1023,23322.0,0
1024,7176.0,0
1025,5083.0,0
1026,5681.0,0
1027,4784.0,0
1028,5382.0,0
1029,11362.0,0
1030,15847.0,0
1031,3887.0,0
1032,29302.0,0
1033,6877.0,0
1034,49634.0,0
1035,27807.0,0
1036,897.0,0
1037,5980.0,0
1038,9269.0,0
1039,897.0,0
1040,2691.0,0
1041,9568.0,0
1042,23920.0,0
1043,37973.0,0
1044,15847.0,0
1045,6279.0,0
1046,5382.0,0
1047,10166.0,0
1048,7176.0,0
1049,24817.0,0
1050,8073.0,0
1051,4784.0,0
1052,13754.0,0
1053,8671.0,0
1054,5681.0,0
1055,9269.0,0
1056,6279.0,0
1057,21528.0,0
1058,8970.0,0
1059,1495.0,0
1060,46943.0,0
1061,30797.0,0
1062,3588.0,0
1063,5980.0,0
1064,6578.0,0
1065,17940.0,0
1066,23621.0,0
1067,31096.0,0
1068,3887.0,0
1069,15249.0,0
1070,8970.0,0
1071,3588.0,0
1072,20033.0,0
1073,31395.0,0
1074,5382.0,0
1075,10465.0,0
1076,11960.0,0
1077,10764.0,0
1078,12558.0,0
1079,34086.0,0
1080,5083.0,0
1081,44850.0,0
1082,36179.0,0
1083,13455.0,0
1084,4186.0,0
1085,5980.0,0
1086,11661.0,0
1087,13754.0,0
1088,29601.0,0
1089,5083.0,0
1090,50830.0,0
1091,28106.0,0
1092,8073.0,0
1093,43654.0,0
1094,34684.0,0
1095,20033.0,0
1096,34086.0,0
1097,27807.0,0
1098,19734.0,0
1099,16146.0,0
1100,8073.0,0
1101,5980.0,0
1102,6877.0,0
1103,27807.0,0
1104,3289.0,0
1105,2990.0,0
1106,18239.0,0
1107,27807.0,0
1108,34385.0,0
1109,3588.0,0
1110,9269.0,0
1111,36179.0,0
1112,1196.0,0
1113,49634.0,0
1114,11661.0,0
1115,23023.0,0
1116,30199.0,0
1117,5083.0,0
1118,29003.0,0
1119,4485.0,0
1120,14950.0,0
1121,29003.0,0
1122,3588.0,0
1123,2093.0,0
1124,2691.0,0
1125,19136.0,0
1126,10764.0,0
1127,15249.0,0
1128,29302.0,0
1129,16445.0,0
1130,13754.0,0
1131,2392.0,0
1132,21229.0,0
1133,26910.0,0
1134,1495.0,0
1135,18239.0,0
1136,1794.0,0
1137,3588.0,0
1138,5681.0,0
1139,3588.0,0
1140,16146.0,0
1141,6279.0,0
1142,26611.0,0
1143,1794.0,0
1144,5382.0,0
1145,25116.0,0
1146,1196.0,0
1147,9568.0,0
1148,11661.0,0
1149,25714.0,0
1150,897.0,0
1151,5083.0,0
1152,1794.0,0
1153,9568.0,0
1154,11960.0,0
1155,6279.0,0
1156,19435.0,0
1157,25714.0,0
1158,9867.0,0
1159,23920.0,0
1160,1196.0,0
1161,6578.0,0
1162,16146.0,0
1163,29900.0,0
1164,3289.0,0
1165,1196.0,0
1166,7774.0,0
1167,15847.0,0
1168,3289.0,0
1169,15847.0,0
1170,3588.0,0
1171,27209.0,0
1172,1196.0,0
1173,8671.0,0
1174,5980.0,0
1175,23920.0,0
1176,12857.0,0
1177,30199.0,0
1178,2093.0,0
1179,14950.0,0
1180,2392.0,0
1181,6578.0,0
1182,30797.0,0
1183,27209.0,0
1184,1196.0,0
1185,18837.0,0
1186,34086.0,0
1187,30199.0,0
1188,1196.0,0
1189,17641.0,0
1190,897.0,0
1191,22724.0,0
1192,7176.0,0
1193,4186.0,0
1194,1495.0,0
1195,26611.0,0
1196,4186.0,0
1197,2990.0,0
1198,19435.0,0
1199,10465.0,0
1200,20631.0,0
1201,30498.0,0
1202,13754.0,0
1203,9867.0,0
1204,7176.0,0
1205,5980.0,0
1206,11362.0,0
1207,1196.0,0
1208,29302.0,0
1209,1495.0,0
1210,6279.0,0
1211,10166.0,0
1212,15548.0,0
1213,10166.0,0
1214,598.0,0
1215,10465.0,0
1216,27508.0,0
1217,1495.0,0
1218,10166.0,0
1219,31694.0,0
1220,5083.0,0
1221,4485.0,0
1222,30199.0,0
1223,5681.0,0
1224,9867.0,0
1225,9568.0,0
1226,12857.0,0
1227,10166.0,0
1228,2392.0,0
1229,897.0,0
1230,29302.0,0
1231,1794.0,0
1232,17043.0,0
1233,6578.0,0
1234,11362.0,0
1235,14352.0,0
1236,4485.0,0
1237,28704.0,0
1238,1794.0,0
1239,11960.0,0
1240,897.0,0
1241,5083.0,0
1242,25714.0,0
1243,7475.0,0
1244,29601.0,0
1245,2691.0,0
1246,2691.0,0
1247,1196.0,0
1248,7475.0,0
1249,1794.0,0
1250,20033.0,0
1251,3289.0,0
1252,9269.0,0
1253,2691.0,0
1254,36478.0,0
1255,3887.0,0
1256,15249.0,0
1257,3289.0,0
1258,6279.0,0
1259,19136.0,0
1260,25415.0,0
1261,4485.0,0
1262,6279.0,0
1263,27807.0,0
1264,5382.0,0
1265,11661.0,0
1266,29302.0,0
1267,1495.0,0
1268,5382.0,0
1269,23621.0,0
1270,11960.0,0
1271,2093.0,0
1272,7475.0,0
1273,29601.0,0
1274,2392.0,0
1275,8671.0,0
1276,31395.0,0
1277,7176.0,0
1278,5382.0,0
1279,24817.0,0
1280,4784.0,0
1281,20033.0,0
1282,2691.0,0
1283,11063.0,0
1284,11661.0,0
1285,8372.0,0
1286,27209.0,0
1287,2093.0,0
1288,7774.0,0
1289,4784.0,0
1290,14651.0,0
1291,11362.0,0
1292,10764.0,0
1293,5681.0,0
1294,23621.0,0
1295,6877.0,0
1296,5980.0,0
1297,13156.0,0
1298,10764.0,0
1299,897.0,0
1300,18837.0,0
1301,49933.0,0
1302,11661.0,0
1303,19136.0,0
1304,26013.0,0
1305,7774.0,0
1306,5681.0,0
1307,17641.0,0
1308,6279.0,0
1309,9867.0,0
1310,10764.0,0
1311,23920.0,0
1312,4784.0,0
1313,4485.0,0
1314,47541.0,0
1315,1196.0,0
1316,28106.0,0
1317,1196.0,0
1318,6877.0,0
1319,22425.0,0
1320,7475.0,0
1321,598.0,0
1322,12259.0,0
1323,3289.0,0
1324,2392.0,0
1325,25415.0,0
1326,1794.0,0
1327,20332.0,0
1328,13156.0,0
1329,2990.0,0
1330,18538.0,0
1331,25415.0,0
1332,3588.0,0
1333,5382.0,0
1334,31096.0,0
1335,897.0,0
1336,3588.0,0
1337,8372.0,0
1338,4784.0,0
1339,23621.0,0
1340,2691.0,0
1341,14950.0,0
1342,35880.0,0
1343,52325.0,0
1344,2691.0,0
1345,1495.0,0
1346,13156.0,0
1347,18538.0,0
1348,24817.0,0
1349,7176.0,0
1350,1196.0,0
1351,22724.0,0
1352,20930.0,0
1353,4485.0,0
1354,31395.0,0
1355,4186.0,0
1356,7774.0,0
1357,7774.0,0
1358,19435.0,0
1359,8671.0,0
1360,30797.0,0
1361,4485.0,0
1362,4186.0,0
1363,22724.0,0
1364,23023.0,0
1365,30199.0,0
1366,3588.0,0
1367,9568.0,0
1368,1794.0,0
1369,19734.0,0
1370,2990.0,0
1371,3289.0,0
1372,13156.0,0
1373,30797.0,0
1374,5681.0,0
1375,8671.0,0
1376,17342.0,0
1377,13156.0,0
1378,2990.0,0
1379,3588.0,0
1380,31096.0,0
1381,10465.0,0
1382,8970.0,0
1383,8073.0,0
1384,3289.0,0
1385,20033.0,0
1386,46644.0,0
1387,894010.0,1
1388,33488.0,0
1389,598.0,0
1390,17043.0,0
1391,26910.0,0
1392,42159.0,0
1393,598.0,0
1394,6877.0,0
1395,1196.0,0
1396,43355.0,0
1397,31395.0,0
1398,1196.0,0
1399,1196.0,0
1400,49335.0,0
1401,36777.0,0
1402,45149.0,0
1403,35282.0,0
1404,10465.0,0
1405,6279.0,0
1406,21229.0,0
1407,11063.0,0
1408,33189.0,0
1409,9568.0,0
1410,8073.0,0
1411,5681.0,0
1412,17342.0,0
1413,8671.0,0
1414,2990.0,0
1415,29302.0,0
1416,11063.0,0
1417,5083.0,0
1418,10166.0,0
1419,22425.0,0
1420,3289.0,0
1421,26910.0,0
1422,1495.0,0
1423,1196.0,0
1424,2093.0,0
1425,3887.0,0
1426,5083.0,0
1427,3588.0,0
1428,21229.0,0
1429,17641.0,0
1430,27807.0,0
1431,1495.0,0
1432,8372.0,0
1433,6877.0,0
1434,20631.0,0
1435,16146.0,0
1436,31694.0,0
1437,1495.0,0
1438,2392.0,0
1439,31395.0,0
1440,1196.0,0
1441,10465.0,0
1442,47541.0,0
1443,22126.0,0
1444,19136.0,0
1445,1794.0,0
1446,29302.0,0
1447,598.0,0
1448,5681.0,0
1449,6578.0,0
1450,1196.0,0
1451,2392.0,0
1452,12259.0,0
1453,1495.0,0
1454,19734.0,0
1455,30797.0,0
1456,13754.0,0
1457,26910.0,0
1458,10166.0,0
1459,3887.0,0
1460,28704.0,0
1461,2093.0,0
1462,11063.0,0
1463,2392.0,0
1464,17342.0,0
1465,20631.0,0
1466,29601.0,0
1467,1495.0,0
1468,14950.0,0
1469,10166.0,0
1470,14053.0,0
1471,12857.0,0
1472,29601.0,0
1473,1794.0,0
1474,18837.0,0
1475,34983.0,0
1476,20033.0,0
1477,11661.0,0
1478,11661.0,0
1479,2691.0,0
1480,12558.0,0
1481,66976.0,0
1482,23023.0,0
1483,13754.0,0
1484,35880.0,0
1485,13754.0,0
1486,70863.0,0
1487,598.0,0
1488,3289.0,0
1489,5980.0,0
1490,4784.0,0
1491,67275.0,0
1492,88803.0,0
1493,174915.0,0
1494,7774.0,0
1495,22126.0,0
1496,136643.0,0
1497,44252.0,0
1498,40365.0,0
1499,89700.0,0
1500,85813.0,0
1501,84318.0,0
